uid,pop_key,focal_population,focal_population_label,reference_population,reference_population_label,statistic,chromosome,rank,epicenter,epicenter_seqid,epicenter_coord,focus_start,focus_start_seqid,focus_start_coord,focus_end,focus_end_seqid,focus_end_coord,peak_start,peak_start_seqid,peak_start_coord,peak_end,peak_end_seqid,peak_end_coord,delta_aic,delta_aic_left,delta_aic_right,min_flank_delta_aic,max_value,max_percentile,overlapping_genes,known_loci
IHS/CMS/2/7,CMS,CMS,Cameroon *An. gambiae*,,,IHS,2,7,107620000,2L,46074895,107600000,2L,46054895,107640000,2L,46094895,107442809,2L,45897704,107711888,2L,46166783,98.56222534179688,66.670166015625,45.775726318359375,45.775726318359375,2.823030558305917,0.7738213223842559,AGAP007361 AGAP007362 AGAP007363 AGAP007364 AGAP007365 AGAP007366,
XPEHH/BFM.BFS/2/7,BFM.BFS,BFM,Burkina Faso *An. coluzzii*,BFS,Burkina Faso *An. gambiae*,XPEHH,2,7,102660000,2L,41114895,102640000,2L,41094895,102700000,2L,41154895,102534871,2L,40989766,103155812,2L,41610707,98.27948760986328,35.92313003540039,108.39525604248047,35.92313003540039,3.7787474630327056,0.930432955023119,AGAP028463,
XPEHH/BFS.GWA/X/3,BFS.GWA,BFS,Burkina Faso *An. gambiae*,GWA,Guinea Bissau,XPEHH,X,3,9680000,X,9680000,9660000,X,9660000,9700000,X,9700000,9562766,X,9562766,9850492,X,9850492,97.69223022460938,39.81608581542969,124.36351013183594,39.81608581542969,3.5458387815947736,0.9116964285714285,AGAP000540 AGAP000541 AGAP013055,
H12/GWA/3/2,GWA,GWA,Guinea Bissau,,,H12,3,2,78320000,3L,25119316,78260000,3L,25059316,78380000,3L,25179316,78000685,3L,24800001,78500684,3L,25300000,96.84133911132812,71.5310287475586,45.802494049072266,45.802494049072266,0.08317580340264649,0.8320096376940924,AGAP011479 AGAP011480 AGAP011481,
XPEHH/AOM.GWA/2/5,AOM.GWA,AOM,Angola *An. coluzzii*,GWA,Guinea Bissau,XPEHH,2,5,28020000,2R,28020000,27980000,2R,27980000,28040000,2R,28040000,27859702,2R,27859702,28159020,2R,28159020,96.76163482666016,78.51729583740234,45.62742233276367,45.62742233276367,4.014881982895447,0.9521268486049703,AGAP002822 AGAP002823 AGAP002824 AGAP002825,
XPEHH/UGS.BFS/3/6,UGS.BFS,UGS,Uganda *An. gambiae*,BFS,Burkina Faso *An. gambiae*,XPEHH,3,6,44500000,3R,44500000,44440000,3R,44440000,44520000,3R,44520000,44245089,3R,44245089,45383002,3R,45383002,95.5810546875,47.25309753417969,61.23088455200195,47.25309753417969,8.19206720837569,0.9965083798882681,AGAP009859 AGAP009860,
H12/BFM/3/4,BFM,BFM,Burkina Faso *An. coluzzii*,,,H12,3,4,64840000,3L,11639316,64820000,3L,11619316,64860000,3L,11659316,64660685,3L,11460001,64940684,3L,11740000,95.08314514160156,75.75885772705078,216.36746215820312,75.75885772705078,0.6555322480229528,0.9960289130822774,AGAP010833,
XPEHH/BFS.UGS/2/5,BFS.UGS,BFS,Burkina Faso *An. gambiae*,UGS,Uganda *An. gambiae*,XPEHH,2,5,34440000,2R,34440000,34420000,2R,34420000,34480000,2R,34480000,34331496,2R,34331496,34571359,2R,34571359,95.0713882446289,95.51268768310547,59.857723236083984,59.857723236083984,3.4904495817520504,0.9665615921874035,AGAP003244 AGAP003245 AGAP003246 AGAP003247 AGAP003248 AGAP013487 AGAP003249 AGAP003250 AGAP003251 AGAP003252,
XPEHH/GAS.BFS/3/6,GAS.BFS,GAS,Gabon *An. gambiae*,BFS,Burkina Faso *An. gambiae*,XPEHH,3,6,68280000,3L,15079316,68260000,3L,15059316,68400000,3L,15199316,66844475,3L,13643791,72329340,3L,19128656,94.95492553710938,56.44129943847656,30.619380950927734,30.619380950927734,3.8914469542247194,0.9893975903614458,,
XPEHH/AOM.GAS/2/1,AOM.GAS,AOM,Angola *An. coluzzii*,GAS,Gabon *An. gambiae*,XPEHH,2,1,34720000,2R,34720000,34680000,2R,34680000,34820000,2R,34820000,33511484,2R,33511484,35110461,2R,35110461,94.87841796875,44.16090774536133,59.51551055908203,44.16090774536133,3.782680300278477,0.9935508345978755,AGAP003268 AGAP003269 AGAP003271 AGAP003272 AGAP003273 AGAP003274 AGAP003275 AGAP003276 AGAP003277 AGAP003278 AGAP003279 AGAP003280 AGAP003281,
XPEHH/GWA.UGS/2/4,GWA.UGS,GWA,Guinea Bissau,UGS,Uganda *An. gambiae*,XPEHH,2,4,108160000,2L,46614895,108140000,2L,46594895,108200000,2L,46654895,108089153,2L,46544048,108423578,2L,46878473,94.05290985107422,35.27619934082031,54.09042739868164,35.27619934082031,2.599380208021274,0.8778338378742011,AGAP007439 AGAP007440 AGAP007442 AGAP007443 AGAP007445 AGAP007446 AGAP007450 AGAP007451 AGAP007452 AGAP007453 AGAP007454 AGAP007455 AGAP007456 AGAP007457,
H12/GAS/3/3,GAS,GAS,Gabon *An. gambiae*,,,H12,3,3,88280000,3L,35079316,88260000,3L,35059316,88340000,3L,35139316,88180685,3L,34980001,88440684,3L,35240000,93.80699157714844,71.66560363769531,55.76597213745117,55.76597213745117,0.12260841836734696,0.9626268978528434,AGAP011917 AGAP011918 AGAP011919 AGAP011920 AGAP011921,
XPEHH/UGS.GWA/3/3,UGS.GWA,UGS,Uganda *An. gambiae*,GWA,Guinea Bissau,XPEHH,3,3,43980000,3R,43980000,43940000,3R,43940000,44000000,3R,44000000,43778974,3R,43778974,44055030,3R,44055030,93.7822036743164,80.49034881591797,39.654022216796875,39.654022216796875,7.470603562817662,0.9973806752037253,AGAP009829,
IHS/GWA/2/2,GWA,GWA,Guinea Bissau,,,IHS,2,2,93400000,2L,31854895,93380000,2L,31834895,93460000,2L,31914895,93312571,2L,31767466,93626763,2L,32081658,93.39177703857422,35.80919647216797,77.82943725585938,35.80919647216797,4.506673270099692,0.9984028502979299,AGAP006436 AGAP028457 AGAP006437 AGAP006438 AGAP006439,
XPEHH/UGS.BFS/3/5,UGS.BFS,UGS,Uganda *An. gambiae*,BFS,Burkina Faso *An. gambiae*,XPEHH,3,5,49560000,3R,49560000,49540000,3R,49540000,49660000,3R,49660000,48304787,3R,48304787,50815857,3R,50815857,93.3338623046875,51.798789978027344,57.872169494628906,51.798789978027344,6.8345920360506955,0.9890013966480447,AGAP013739 AGAP010156 AGAP013762 AGAP010157 AGAP010158,
XPEHH/AOM.GWA/2/6,AOM.GWA,AOM,Angola *An. coluzzii*,GWA,Guinea Bissau,XPEHH,2,6,86820000,2L,25274895,86800000,2L,25254895,86960000,2L,25414895,86423369,2L,24878264,88353115,2L,26808010,92.64586639404297,34.06283950805664,56.21955108642578,34.06283950805664,3.1023467786641117,0.8394572343345023,AGAP006027 AGAP006028,Rdl
IHS/GAS/3/2,GAS,GAS,Gabon *An. gambiae*,,,IHS,3,2,63660000,3L,10459316,63600000,3L,10399316,63760000,3L,10559316,61551107,3L,8350423,67194555,3L,13993871,92.54045867919922,31.2935733795166,65.06188201904297,31.2935733795166,4.206302602531556,0.9666534966416436,AGAP010790 AGAP010791 AGAP010792 AGAP010793 AGAP010794 AGAP010795 AGAP010796 AGAP010797 AGAP010798 AGAP029080,
XPEHH/UGS.CMS/2/4,UGS.CMS,UGS,Uganda *An. gambiae*,CMS,Cameroon *An. gambiae*,XPEHH,2,4,75960000,2L,14414895,75920000,2L,14374895,76100000,2L,14554895,75817940,2L,14272835,76282638,2L,14737533,92.19857025146484,53.579063415527344,48.30167770385742,48.30167770385742,4.222619423982659,0.9143259746359793,AGAP005347 AGAP005348 AGAP005349 AGAP005350 AGAP005351 AGAP005352 AGAP005353 AGAP005354 AGAP005355,
XPEHH/AOM.GWA/2/7,AOM.GWA,AOM,Angola *An. coluzzii*,GWA,Guinea Bissau,XPEHH,2,7,28500000,2R,28500000,28480000,2R,28480000,28520000,2R,28520000,28352409,2R,28352409,28589516,2R,28589516,92.07514953613281,66.0629653930664,49.59601974487305,49.59601974487305,3.1082686887171267,0.8408293947248056,AGAP002859 AGAP002862 AGAP013128 AGAP002863 AGAP002864 AGAP002865 AGAP002866 AGAP002867 AGAP002868 AGAP002869 AGAP002870 AGAP013202,Cyp6p
IHS/CMS/2/6,CMS,CMS,Cameroon *An. gambiae*,,,IHS,2,6,103960000,2L,42414895,103940000,2L,42394895,103980000,2L,42434895,103570855,2L,42025750,104058759,2L,42513654,90.54975128173828,78.40058135986328,39.471923828125,39.471923828125,2.853351820823365,0.7784227665298032,AGAP007086 AGAP007088 AGAP007089,
